"Kategori","Sub Kategori","Nama_Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal  Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000019","1101001135000000000000020211321001020010000019","P.C Unit","    ","","Merk: Desktop Lenovo ThinkCentre M70a 1710700 8G 1 TB W10P MTM.11ES06700 1710700 8G 1 TB W10P ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,310,000.00","21,310,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000020","1101001135000000000000020211321001020010000020","P.C Unit","    ","","Merk: Desktop Lenovo ThinkCentre M70a 1710700 8G 1 TB W10P MTM.11ES06700 1710700 8G 1 TB W10P ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,310,000.00","21,310,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000021","1101001135000000000000020211321001020010000021","P.C Unit","    ","","Merk: HP 22-df0144d PC AIO ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","6,368,790.00","6,368,790.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000022","1101001135000000000000020211321001020010000022","P.C Unit","    ","","Merk: HP 24-df1011d PC AIO ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","13,624,500.00","13,624,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000023","1101001135000000000000020211321001020010000023","P.C Unit","    ","","Merk: HP 24-df1011d PC AIO ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","13,624,500.00","13,624,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020211321001020010000024","1101001135000000000000020211321001020010000024","P.C Unit","    ","","Merk: HP 24-df1011d PC AIO ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","13,624,500.00","13,624,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000001","1101001135000000000000020221321001020010000001","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000002","1101001135000000000000020221321001020010000002","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000003","1101001135000000000000020221321001020010000003","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000004","1101001135000000000000020221321001020010000004","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000005","1101001135000000000000020221321001020010000005","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000006","1101001135000000000000020221321001020010000006","P.C Unit","    ","","Merk: Asus All In One V241EAT-BA785WS ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,974,000.00","17,974,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","1101001135000000000000020221321001020010000007","1101001135000000000000020221321001020010000007","P.C Unit","    ","","Merk: OPS PC Multimedia (Vannoe VN-OP5825) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,600,000.00","22,600,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P.C Unit","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000001","110111003500000000000020231321001020010000001","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 98/BAST/XII/2023 Tanggal 19-12-2023"," Aidafitri, SKM","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000002","110111003500000000000020231321001020010000002","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 98/BAST/XII/2023 Tanggal 19-12-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000003","110111003500000000000020231321001020010000003","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","96/BAST/XII/2023 Tanggal 19-12-2023","Amizarrahmad, ST","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000004","110111003500000000000020231321001020010000004","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","95/BAST/XII/2023 Tanggal  18-12-2023","Fitri Hariana, SE","Program","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000005","110111003500000000000020231321001020010000005","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000006","110111003500000000000020231321001020010000006","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000007","110111003500000000000020231321001020010000007","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000008","110111003500000000000020231321001020010000008","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000009","110111003500000000000020231321001020010000009","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000010","110111003500000000000020231321001020010000010","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000011","110111003500000000000020231321001020010000011","P.C Unit","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 Wi-Fi 6 (802.11ax)","","Merk: ASUS AIO  Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,880,000.00","17,880,000.00","Pengadaan APBD","12/11/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000012","110111003500000000000020231321001020010000012","P.C Unit","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 Wi-Fi 6 (802.11ax)","","Merk: ASUS AIO  Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,880,000.00","17,880,000.00","Pengadaan APBD","12/11/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000013","110111003500000000000020231321001020010000013","P.C Unit","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 Wi-Fi 6 (802.11ax)","","Merk: ASUS AIO  Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,880,000.00","17,880,000.00","Pengadaan APBD","12/11/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000014","110111003500000000000020231321001020010000014","P.C Unit","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 Wi-Fi 6 (802.11ax)","","Merk: ASUS AIO  Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,880,000.00","17,880,000.00","Pengadaan APBD","12/11/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000015","110111003500000000000020231321001020010000015","P.C Unit","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 Wi-Fi 6 (802.11ax)","","Merk: ASUS AIO  Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,880,000.00","17,880,000.00","Pengadaan APBD","12/11/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000001","1101001135000000000000020151321001020020000001","Lap Top","    ","","Merk: Asus X450JB ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,300,000.00","14,300,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","039/Umum-Bappeda/XII/2015 tanggal 22-12-2015","Dr. Sufirmansyah, SE, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000002","1101001135000000000000020151321001020020000002","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","005/UMUM-BAPPEDA/IX/2019 Tanggal 13-9-2019","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000003","1101001135000000000000020151321001020020000003","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","042/UMUM-BAPPEDA/XII/2015 Tanggal 31-12-2015","Zulfikar, S.Ag","TU Pimpinan","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000004","1101001135000000000000020151321001020020000004","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000005","1101001135000000000000020151321001020020000005","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000006","1101001135000000000000020151321001020020000006","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000007","1101001135000000000000020151321001020020000007","Lap Top","    ","","Merk: Lenovo K 2450-435 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","16,230,000.00","16,230,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000008","1101001135000000000000020151321001020020000008","Lap Top","    ","","Merk: Lenovo K 2450-435 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","16,230,000.00","16,230,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000009","1101001135000000000000020151321001020020000009","Lap Top","    ","","Merk: Lenovo K 2450-435 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","16,230,000.00","16,230,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000010","1101001135000000000000020151321001020020000010","Lap Top","    ","","Merk: HP Envy 14 u211TX-Silver ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,302,500.00","17,302,500.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","005/UMUM-BAPPEDA/II/2021 Tanggal 4-2-2021 ","Nurhabibi, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000011","1101001135000000000000020151321001020020000011","Lap Top","    ","","Merk: HP Envy 14 u211TX-Silver ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,302,500.00","17,302,500.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000012","1101001135000000000000020151321001020020000012","Lap Top","    ","","Merk: HP Envy 14 u211TX-Silver ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,302,500.00","17,302,500.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000013","1101001135000000000000020151321001020020000013","Lap Top","    ","","Merk: HP Envy 14 u211TX-Silver ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,302,500.00","17,302,500.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000014","1101001135000000000000020151321001020020000014","Lap Top","    ","","Merk: HP envy 13 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000015","1101001135000000000000020151321001020020000015","Lap Top","    ","","Merk: HP envy 13 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000001","1101001135000000000000020171321001020020000001","Lap Top","    ","","Merk: ASUS / A456UQFA075D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,303,500.00","12,303,500.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000002","1101001135000000000000020171321001020020000002","Lap Top","    ","","Merk: ASUS / A456UQFA075D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,303,500.00","12,303,500.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000003","1101001135000000000000020171321001020020000003","Lap Top","    ","","Merk: Aple / MacBook Air MJVP2 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,600,000.00","17,600,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000004","1101001135000000000000020171321001020020000004","Lap Top","    ","","Merk: Apple / MacBook Air MMGG2 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,710,000.00","17,710,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","32/BAST/V/2023 Tanggal 10 -5-2023","Masdi, ST","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000005","1101001135000000000000020171321001020020000005","Lap Top","    ","","Merk: ASUS / ZENBOOK UX410UQ ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","18,084,000.00","18,084,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000006","1101001135000000000000020171321001020020000006","Lap Top","    ","","Merk: ASUS / ZENBOOK UX410UQ ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","18,084,000.00","18,084,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
