"Kategori","Sub Kategori","Nama_Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000079","1101001135000000000000020091320502010300000079","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000080","1101001135000000000000020091320502010300000080","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000081","1101001135000000000000020091320502010300000081","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000082","1101001135000000000000020091320502010300000082","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000083","1101001135000000000000020091320502010300000083","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000084","1101001135000000000000020091320502010300000084","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000085","1101001135000000000000020091320502010300000085","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000086","1101001135000000000000020091320502010300000086","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000087","1101001135000000000000020091320502010300000087","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000088","1101001135000000000000020091320502010300000088","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000089","1101001135000000000000020091320502010300000089","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000090","1101001135000000000000020091320502010300000090","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000091","1101001135000000000000020091320502010300000091","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000092","1101001135000000000000020091320502010300000092","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000093","1101001135000000000000020091320502010300000093","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000094","1101001135000000000000020091320502010300000094","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000095","1101001135000000000000020091320502010300000095","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000096","1101001135000000000000020091320502010300000096","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000097","1101001135000000000000020091320502010300000097","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000098","1101001135000000000000020091320502010300000098","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000099","1101001135000000000000020091320502010300000099","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000100","1101001135000000000000020091320502010300000100","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000101","1101001135000000000000020091320502010300000101","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000102","1101001135000000000000020091320502010300000102","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000103","1101001135000000000000020091320502010300000103","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000104","1101001135000000000000020091320502010300000104","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000105","1101001135000000000000020091320502010300000105","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000106","1101001135000000000000020091320502010300000106","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000107","1101001135000000000000020091320502010300000107","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000108","1101001135000000000000020091320502010300000108","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000109","1101001135000000000000020091320502010300000109","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000110","1101001135000000000000020091320502010300000110","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000111","1101001135000000000000020091320502010300000111","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000112","1101001135000000000000020091320502010300000112","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000113","1101001135000000000000020091320502010300000113","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000114","1101001135000000000000020091320502010300000114","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000115","1101001135000000000000020091320502010300000115","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000116","1101001135000000000000020091320502010300000116","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000117","1101001135000000000000020091320502010300000117","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000118","1101001135000000000000020091320502010300000118","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000119","1101001135000000000000020091320502010300000119","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000120","1101001135000000000000020091320502010300000120","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000121","1101001135000000000000020091320502010300000121","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000122","1101001135000000000000020091320502010300000122","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000123","1101001135000000000000020091320502010300000123","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000124","1101001135000000000000020091320502010300000124","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000125","1101001135000000000000020091320502010300000125","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000126","1101001135000000000000020091320502010300000126","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000127","1101001135000000000000020091320502010300000127","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000128","1101001135000000000000020091320502010300000128","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000129","1101001135000000000000020091320502010300000129","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000130","1101001135000000000000020091320502010300000130","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000131","1101001135000000000000020091320502010300000131","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000132","1101001135000000000000020091320502010300000132","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000133","1101001135000000000000020091320502010300000133","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000134","1101001135000000000000020091320502010300000134","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000135","1101001135000000000000020091320502010300000135","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000136","1101001135000000000000020091320502010300000136","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000137","1101001135000000000000020091320502010300000137","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020091320502010300000138","1101001135000000000000020091320502010300000138","Kursi Rapat","    ","","Merk: futura / warna merah ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","375,000.00","375,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
